-69.151,68.8363,-51.3524,110.26,85.944,-16.8197,-11.451,88.3199,-19.9828,-29.1408,-28.0247,45.0987,3.02072,8.34856,-4.13324,9.79377,1
-27.4999,-43.8652,-16.6628,54.3881,31.5353,18.8533,15.4088,39.8417,3.30081,16.0125,12.0677,20.3208,4.64276,-2.38618,4.41465,6.83735,1
23.9423,10.4693,14.5463,29.9073,-11.9684,-19.7576,72.3447,75.9432,-15.8223,5.89078,-86.9273,88.5518,-5.11218,2.26363,16.6498,17.5638,1
17.4985,37.2454,33.6601,53.1642,-17.2815,-17.6328,11.0589,27.0532,5.8467,-11.9937,10.1716,16.7781,-3.82954,-8.39217,20.3367,22.3313,1
-16.3698,32.7288,-30.3389,47.5353,11.2578,-13.1513,5.6093,18.198,-11.1768,-1.1966,2.74149,11.5706,7.19354,-8.50725,4.03802,11.8506,1
-2.96003,-45.1287,169.354,175.289,22.706,16.7463,145.068,147.786,-2.69663,24.1532,-3.56053,24.5629,-16.2122,12.4085,-0.438977,20.4208,1
32.6619,-35.0103,-73.6408,87.8379,-18.6965,13.7248,14.1367,27.1622,-14.3719,1.0851,20.6625,25.1928,-6.65008,-3.15624,-15.5364,17.1924,1
1.77116,-38.1605,-0.505495,38.2051,-9.84383,14.2616,-21.8887,27.9181,-8.44383,11.5042,-17.2465,22.3852,3.06914,12.7189,-13.1611,18.5585,1
64.5811,11.0748,15.36,67.3001,-60.9269,19.9339,112.293,129.302,3.41339,-16.7174,76.624,78.5007,2.15662,-12.0571,-12.4301,17.4511,1
-15.7077,76.4265,155.65,174.111,20.829,-55.4564,-50.596,77.9052,-43.1316,2.11612,5.22236,43.4982,6.75996,42.0596,2.5659,42.6767,1
30.3283,-90.6312,-342.504,355.588,-38.4107,66.9903,88.4145,117.389,24.2229,37.5971,0.0483876,44.7248,-13.8183,3.22485,-5.02211,15.0525,1
-8.34719,59.2037,-29.2424,66.5574,0.226785,-34.4643,-8.56148,35.5126,4.0629,-3.92908,-14.4085,15.4778,-4.56967,-3.26626,10.1482,11.5995,1
36.6738,-25.5182,-45.6797,63.8967,-22.4142,19.4462,-11.3304,31.7638,11.4193,-7.95444,-14.154,19.8499,3.22133,4.70696,-8.00604,9.83058,1
52.1843,-45.908,-48.1312,84.5422,9.81096,63.6138,0.80395,64.371,-32.2898,-42.7427,-82.1165,98.0444,6.14548,3.42665,-26.1872,27.1162,1
25.2616,-11.3364,11.663,30.045,-14.3106,16.626,-41.6601,47.0828,-2.82738,9.43,1.9892,10.0443,2.45958,-6.59972,6.33736,9.47518,1
32.7631,-4.41922,-14.2436,35.9978,-19.3105,-5.31425,21.0837,29.0804,-10.8701,-3.64596,12.9753,17.3154,-1.20978,11.3565,1.29029,11.4939,1
-49.917,8.17082,15.7696,52.9826,15.3284,21.3547,-67.1392,72.1018,10.3467,-20.2724,86.8214,89.7552,2.32913,-13.0684,27.144,30.2162,1
-12.628,-30.2289,162.71,165.975,6.93837,22.8576,63.8382,68.1611,4.71517,8.50412,16.9087,19.5056,-8.09683,3.05681,23.2819,24.8387,1
-15.0814,-24.6878,-7.52831,29.8935,19.983,5.70277,95.3901,97.6274,-41.9751,-21.0973,21.276,51.572,21.6475,38.7022,61.406,75.7442,1
35.8377,42.7459,-55.6276,78.7781,-33.9963,39.2427,8.64342,52.6351,-47.1287,-62.1287,-29.4526,83.3579,35.0452,-14.0502,-44.5005,58.3598,1
-16.5619,-6.78284,26.6767,32.1241,0.91502,-13.2461,31.9361,34.5865,-24.6867,2.0513,-10.6979,26.9831,14.0512,11.7335,25.1112,31.0754,1
-12.3418,49.1408,70.851,87.1034,28.1067,-31.9461,79.7395,90.3821,-9.64935,-14.6291,-0.291034,17.5272,4.97206,-6.48746,-4.04813,9.12118,1
22.9008,-1.25631,14.1052,26.9257,-12.4915,0.109829,63.1335,64.3576,-19.2252,6.90824,63.2023,66.4218,14.103,-0.51068,8.4857,16.467,1
-54.0647,7.237,-18.9331,57.7394,32.342,-19.4447,4.32089,37.984,67.0767,-20.2283,-16.1524,71.8983,-23.7839,-0.486177,-32.15,39.9942,1
-52.3861,-44.7491,-206.7,217.88,29.3645,31.1233,-160.788,166.384,30.5705,41.8175,-6.16037,52.1652,-32.5934,-12.721,-34.9303,49.4396,1
43.9348,20.2387,-14.3703,50.4618,-38.4343,-24.9245,-21.071,50.4224,-17.1982,-26.2035,-46.5778,56.1417,17.8132,22.5284,-9.25975,30.1759,1
-40.5716,-22.7848,-13.9024,48.5643,30.9827,-0.575343,-73.1508,79.4437,45.8974,11.8758,-64.2816,79.8732,-36.8614,-10.6502,-11.4204,40.0327,1
-72.4362,-36.8636,-143.685,165.08,-35.0749,32.778,-21.6761,52.6736,87.3719,52.3065,-11.2265,102.449,34.6148,-32.7692,-23.0794,52.9591,1
-3.79754,-21.4673,-27.2982,34.9352,5.95324,10.8178,4.77278,13.2384,10.6964,18.8777,8.10096,23.1604,-1.99355,-11.4848,-15.0347,19.0242,1
-48.8868,-28.2899,7.19422,56.9386,13.6421,3.01871,5.71822,15.0973,9.92125,-5.87347,-7.33812,13.6666,-4.64496,7.93832,-8.01976,12.2028,1
16.8681,-29.1201,2.51404,33.7468,-13.6052,15.0956,105.229,107.174,34.8201,34.7149,43.2698,65.4968,-43.1704,-9.65137,19.3863,48.2976,1
